transaction_id,store_id,department,brand,channel,upc,sku,product_name,quantity,units_sold,units_received,revenue,cost,margin,price,discount,return_flag,exchange_flag,transaction_date,sell_through_flag,premium_flag,transaction_flag
TXN-03-06178,STORE-002,Home & Garden,BrandD,Online,UPC-486985174,SKU-HOM-7420,Plant Pot,9,9,1,3701.88,2686.83,1015.05,444.37,33.05,0,0,2025-12-17 16:00:00,1,1,1
TXN-03-06299,STORE-011,Apparel,BrandC,In-Store,UPC-955304969,SKU-APP-2179,Dress,1,1,4,192.56,118.8,73.76,243.63,51.07,1,0,2025-12-08 13:00:00,1,0,1
TXN-03-04950,STORE-001,Apparel,BrandG,Online,UPC-193916690,SKU-APP-5585,Jeans,7,7,3,1757.56,1278.27,479.29,254.27,3.19,0,0,2025-12-25 10:00:00,0,0,1
TXN-03-00736,STORE-019,Sports,BrandC,Online,UPC-343419352,SKU-SPO-7122,Yoga Mat,7,7,0,405.44,225.12,180.32,76.33,18.41,0,0,2025-12-21 20:00:00,0,0,1
TXN-03-02073,STORE-011,Sports,BrandE,Online,UPC-335561682,SKU-SPO-4405,Running Shoes,8,8,2,2272.64,968.54,1304.1,364.15,80.07,0,0,2025-12-28 06:00:00,0,0,1
TXN-03-05684,STORE-006,Home & Garden,BrandA,In-Store,UPC-992879307,SKU-HOM-1344,Hose,6,6,2,824.94,586.94,238.0,187.02,49.53,0,0,2025-12-01 22:00:00,1,0,1
TXN-03-04370,STORE-008,Sports,BrandC,Online,UPC-295435045,SKU-SPO-7418,Yoga Mat,8,8,4,49.28,27.11,22.17,8.77,2.61,0,0,2025-12-17 11:00:00,1,0,1
TXN-03-02812,STORE-012,Sports,BrandB,Online,UPC-486665642,SKU-SPO-5194,Jersey,7,7,4,711.83,456.01,255.82,141.94,40.25,0,0,2025-12-01 12:00:00,0,0,1
TXN-03-02253,STORE-016,Electronics,BrandH,Online,UPC-364876334,SKU-ELE-5432,Phone,9,9,1,4154.22,2892.42,1261.8,475.24,13.66,0,0,2025-12-12 00:00:00,1,0,1
TXN-03-00702,STORE-012,Home & Garden,BrandH,In-Store,UPC-379674610,SKU-HOM-1636,Rug,1,1,0,173.99,101.68,72.31,225.85,51.86,0,0,2025-12-13 08:00:00,1,0,1
TXN-03-02317,STORE-009,Apparel,BrandF,In-Store,UPC-423386210,SKU-APP-6252,Socks,4,4,4,697.52,451.52,246.0,194.68,20.3,0,0,2025-12-10 12:00:00,1,0,1
TXN-03-01269,STORE-017,Home & Garden,BrandA,Online,UPC-110220175,SKU-HOM-5733,Tool Set,9,9,2,2938.86,1269.95,1668.91,379.21,52.67,0,0,2025-12-08 02:00:00,1,0,1
TXN-03-05179,STORE-006,Sports,BrandA,Online,UPC-973931539,SKU-SPO-9074,Running Shoes,8,8,1,871.68,431.75,439.93,136.26,27.3,0,0,2025-12-10 19:00:00,0,0,1
TXN-03-01226,STORE-003,Sports,BrandB,In-Store,UPC-637862268,SKU-SPO-4552,Cap,3,3,0,954.21,412.07,542.14,340.35,22.28,0,0,2025-12-09 14:00:00,1,0,1
TXN-03-01695,STORE-014,Apparel,BrandD,Online,UPC-589812515,SKU-APP-8011,Shoes,1,1,4,231.66,105.05,126.61,321.33,89.67,0,0,2025-12-06 09:00:00,1,0,1
TXN-03-02712,STORE-011,Home & Garden,BrandD,Mobile,UPC-458483856,SKU-HOM-6121,Chair,9,9,1,828.54,525.75,302.79,119.87,27.81,0,0,2025-12-26 23:00:00,1,0,1
TXN-03-01082,STORE-012,Home & Garden,BrandB,Online,UPC-893381501,SKU-HOM-1203,Plant Pot,6,6,0,132.0,69.03,62.97,22.81,0.81,0,0,2025-12-14 17:00:00,0,1,1
TXN-03-00619,STORE-015,Grocery,BrandA,Mobile,UPC-939749375,SKU-GRO-3435,Rice,8,8,2,3451.68,2494.85,956.83,444.99,13.53,0,0,2025-12-17 10:00:00,0,0,1
TXN-03-04996,STORE-006,Sports,BrandE,In-Store,UPC-855973762,SKU-SPO-2386,Cap,3,3,0,670.02,334.36,335.66,299.32,75.98,0,0,2025-12-01 06:00:00,1,0,1
TXN-03-06113,STORE-018,Grocery,BrandH,In-Store,UPC-844427348,SKU-GRO-8658,Juice,2,2,0,390.34,236.29,154.05,195.66,0.49,0,0,2025-12-11 04:00:00,1,0,1
TXN-03-04995,STORE-006,Grocery,BrandH,Mobile,UPC-585702401,SKU-GRO-5388,Rice,6,6,3,2020.02,1103.97,916.05,430.63,93.96,0,0,2025-12-23 11:00:00,0,1,1
TXN-03-02917,STORE-006,Grocery,BrandB,Online,UPC-615164688,SKU-GRO-4579,Milk,3,3,4,331.23,158.04,173.19,132.19,21.78,0,0,2025-12-21 07:00:00,0,0,1
TXN-03-01877,STORE-008,Apparel,BrandG,Online,UPC-744636022,SKU-APP-8816,Socks,1,1,3,108.85,73.4,35.45,143.05,34.2,0,0,2025-12-08 22:00:00,1,1,1
TXN-03-02888,STORE-016,Electronics,BrandD,Online,UPC-448519319,SKU-ELE-7098,Camera,7,7,2,1082.62,477.76,604.86,179.8,25.14,0,0,2025-12-17 21:00:00,1,0,1
TXN-03-03215,STORE-009,Grocery,BrandE,Online,UPC-246369563,SKU-GRO-5788,Cereal,9,9,4,130.41,80.0,50.41,19.96,5.47,0,0,2025-12-15 10:00:00,0,0,1
TXN-03-00856,STORE-019,Apparel,BrandH,Mobile,UPC-455633853,SKU-APP-2328,Hat,3,3,2,1042.02,514.21,527.81,424.69,77.35,0,0,2025-12-01 23:00:00,1,0,1
TXN-03-00150,STORE-014,Grocery,BrandG,In-Store,UPC-338140095,SKU-GRO-8174,Milk,8,8,4,208.48,109.85,98.63,36.94,10.88,0,0,2025-12-14 10:00:00,1,1,1
TXN-03-00501,STORE-019,Electronics,BrandH,Mobile,UPC-477456963,SKU-ELE-6029,Speaker,5,5,2,909.6,666.09,243.51,235.27,53.35,0,0,2025-12-23 12:00:00,0,1,1
TXN-03-01170,STORE-005,Electronics,BrandE,In-Store,UPC-667280486,SKU-ELE-8696,Headphones,4,4,4,1004.24,616.26,387.98,254.68,3.62,0,0,2025-12-15 04:00:00,1,0,1
TXN-03-05256,STORE-009,Apparel,BrandD,Online,UPC-102364514,SKU-APP-2460,Jacket,6,6,4,1655.34,773.63,881.71,340.26,64.37,0,0,2025-12-18 10:00:00,1,0,1
TXN-03-04815,STORE-012,Apparel,BrandB,In-Store,UPC-585437392,SKU-APP-3301,Socks,2,2,4,491.6,333.39,158.21,312.78,66.98,0,0,2025-12-30 06:00:00,1,0,1
TXN-03-01051,STORE-019,Electronics,BrandG,In-Store,UPC-253790463,SKU-ELE-2974,Tablet,1,1,3,282.06,154.99,127.07,323.67,41.61,0,0,2025-12-20 08:00:00,1,0,1
TXN-03-04200,STORE-003,Electronics,BrandF,Mobile,UPC-354455382,SKU-ELE-3585,Phone,2,2,0,468.26,241.87,226.39,243.22,9.09,0,0,2025-12-11 06:00:00,1,0,1
TXN-03-06203,STORE-011,Electronics,BrandC,In-Store,UPC-140123867,SKU-ELE-5653,Laptop,7,7,1,1393.63,881.78,511.85,248.89,49.8,0,0,2025-12-07 21:00:00,1,0,1
TXN-03-06238,STORE-013,Sports,BrandE,Online,UPC-884127856,SKU-SPO-6003,Resistance Band,9,9,2,1751.04,1251.24,499.8,206.99,12.43,0,0,2025-12-02 19:00:00,1,0,1
TXN-03-01402,STORE-001,Apparel,BrandF,In-Store,UPC-551666999,SKU-APP-6359,Dress,9,9,3,3672.99,2507.09,1165.9,482.57,74.46,0,0,2025-12-08 12:00:00,1,0,1
TXN-03-05977,STORE-008,Electronics,BrandD,Online,UPC-667819791,SKU-ELE-7674,Camera,3,3,4,528.63,301.76,226.87,178.25,2.04,0,0,2025-12-01 23:00:00,0,0,1
TXN-03-06357,STORE-008,Home & Garden,BrandF,Online,UPC-224416463,SKU-HOM-7435,Chair,8,8,1,2634.64,1621.95,1012.69,397.1,67.77,0,0,2025-12-13 06:00:00,1,1,1
TXN-03-04348,STORE-013,Apparel,BrandG,In-Store,UPC-766742928,SKU-APP-2601,Jacket,8,8,1,838.88,595.94,242.94,149.13,44.27,0,0,2025-12-16 21:00:00,1,1,1
TXN-03-02126,STORE-013,Electronics,BrandB,Mobile,UPC-298146918,SKU-ELE-9296,Phone,9,9,4,2469.42,1352.97,1116.45,335.12,60.74,0,0,2025-12-21 01:00:00,0,0,1
TXN-03-01742,STORE-004,Apparel,BrandD,Online,UPC-183201649,SKU-APP-6179,Jacket,7,7,3,2192.33,1052.45,1139.88,398.87,85.68,0,0,2025-12-09 08:00:00,1,1,1
TXN-03-02312,STORE-003,Grocery,BrandC,In-Store,UPC-359334820,SKU-GRO-6499,Pasta,8,8,1,1404.88,1009.48,395.4,244.42,68.81,0,0,2025-12-25 05:00:00,1,0,1
TXN-03-01110,STORE-015,Apparel,BrandH,Online,UPC-348215083,SKU-APP-9302,Dress,3,3,0,1043.46,467.62,575.84,434.06,86.24,0,0,2025-12-20 04:00:00,1,1,1
TXN-03-05740,STORE-005,Grocery,BrandH,Mobile,UPC-503199909,SKU-GRO-2913,Cereal,4,4,1,107.48,55.48,52.0,30.39,3.52,0,0,2025-12-15 15:00:00,1,0,1
TXN-03-02267,STORE-014,Home & Garden,BrandC,In-Store,UPC-603351508,SKU-HOM-1887,Chair,2,2,0,139.3,78.65,60.65,75.39,5.74,0,0,2025-12-29 13:00:00,1,0,1
TXN-03-04093,STORE-018,Home & Garden,BrandC,In-Store,UPC-833393040,SKU-HOM-6008,Tool Set,6,6,2,715.56,514.62,200.94,129.06,9.8,0,0,2025-12-08 14:00:00,0,0,1
TXN-03-06285,STORE-009,Home & Garden,BrandA,In-Store,UPC-958362843,SKU-HOM-3675,Tool Set,9,9,0,1242.36,712.44,529.92,162.07,24.03,0,0,2025-12-05 00:00:00,0,0,1
TXN-03-02425,STORE-014,Apparel,BrandB,In-Store,UPC-823032870,SKU-APP-9760,Hat,5,5,0,864.25,385.04,479.21,196.17,23.32,0,0,2025-12-28 06:00:00,1,1,1
TXN-03-01383,STORE-012,Apparel,BrandA,In-Store,UPC-325278186,SKU-APP-4103,Scarf,1,1,3,304.14,221.53,82.61,353.96,49.82,0,0,2025-12-16 20:00:00,0,1,1
TXN-03-05952,STORE-013,Electronics,BrandG,In-Store,UPC-499295565,SKU-ELE-7161,Monitor,3,3,4,642.45,457.94,184.51,249.02,34.87,1,1,2025-12-01 08:00:00,1,0,1
TXN-03-01741,STORE-008,Apparel,BrandA,In-Store,UPC-979562644,SKU-APP-6364,T-Shirt,3,3,3,1105.5,645.02,460.48,482.71,114.21,0,0,2025-12-10 09:00:00,1,1,1
TXN-03-05729,STORE-009,Grocery,BrandH,Online,UPC-940156058,SKU-GRO-5683,Bread,8,8,3,3608.08,1785.06,1823.02,470.41,19.4,0,0,2025-12-14 14:00:00,1,0,1
TXN-03-06030,STORE-006,Home & Garden,BrandF,In-Store,UPC-754259621,SKU-HOM-3837,Tool Set,8,8,4,1979.44,994.14,985.3,307.89,60.46,0,0,2025-12-18 11:00:00,0,1,1
TXN-03-02004,STORE-001,Home & Garden,BrandH,In-Store,UPC-639794269,SKU-HOM-6869,Tool Set,7,7,3,2673.02,1297.23,1375.79,488.81,106.95,0,0,2025-12-22 22:00:00,1,0,1
TXN-03-01452,STORE-013,Grocery,BrandD,In-Store,UPC-860473324,SKU-GRO-8438,Cereal,8,8,3,885.36,548.91,336.45,134.13,23.46,0,0,2025-12-13 20:00:00,1,0,1
TXN-03-04633,STORE-020,Electronics,BrandE,In-Store,UPC-142509992,SKU-ELE-5083,Tablet,4,4,0,1015.36,580.41,434.95,272.7,18.86,0,0,2025-12-29 09:00:00,1,1,1
TXN-03-05393,STORE-015,Home & Garden,BrandF,Online,UPC-917139963,SKU-HOM-2320,Hose,4,4,1,1143.24,810.9,332.34,373.89,88.08,0,0,2025-12-06 16:00:00,1,1,1
TXN-03-04263,STORE-005,Electronics,BrandB,In-Store,UPC-296158332,SKU-ELE-1164,Camera,2,2,3,403.82,203.81,200.01,208.86,6.95,0,0,2025-12-21 02:00:00,1,0,1
TXN-03-04724,STORE-016,Electronics,BrandE,Mobile,UPC-397059935,SKU-ELE-4438,Laptop,1,1,2,212.85,96.72,116.13,231.19,18.34,0,0,2025-12-02 00:00:00,1,0,1
TXN-03-00357,STORE-015,Grocery,BrandE,Online,UPC-103601779,SKU-GRO-7224,Snack Bar,3,3,2,221.25,91.2,130.05,88.68,14.93,0,0,2025-12-29 10:00:00,1,0,1
TXN-03-06075,STORE-009,Grocery,BrandA,Mobile,UPC-739335126,SKU-GRO-4276,Milk,9,9,3,1828.35,790.19,1038.16,264.83,61.68,0,0,2025-12-15 05:00:00,0,0,1
TXN-03-01971,STORE-016,Sports,BrandA,Online,UPC-258303802,SKU-SPO-8899,Resistance Band,8,8,2,2638.8,1948.29,690.51,390.01,60.16,1,0,2025-12-03 21:00:00,1,0,1
TXN-03-06231,STORE-013,Electronics,BrandA,In-Store,UPC-997317318,SKU-ELE-1674,Monitor,6,6,0,1395.96,989.88,406.08,279.92,47.26,0,0,2025-12-29 11:00:00,1,1,1
TXN-03-00545,STORE-005,Home & Garden,BrandE,Mobile,UPC-465181511,SKU-HOM-8598,Vase,3,3,2,148.89,83.02,65.87,63.62,13.99,0,0,2025-12-13 22:00:00,1,0,1
TXN-03-00242,STORE-006,Grocery,BrandH,Online,UPC-594684037,SKU-GRO-1026,Milk,6,6,0,1320.6,972.37,348.23,244.62,24.52,0,0,2025-12-12 07:00:00,0,1,1
TXN-03-04890,STORE-008,Sports,BrandH,In-Store,UPC-400326620,SKU-SPO-7603,Jersey,1,1,2,28.36,18.33,10.03,36.66,8.3,0,0,2025-12-28 00:00:00,1,0,1
TXN-03-00590,STORE-013,Apparel,BrandH,In-Store,UPC-907041731,SKU-APP-7566,T-Shirt,1,1,2,206.12,128.33,77.79,209.25,3.13,0,0,2025-12-18 19:00:00,1,0,1
TXN-03-02166,STORE-017,Sports,BrandB,Online,UPC-523983991,SKU-SPO-1021,Yoga Mat,7,7,4,2242.59,1429.14,813.45,417.73,97.36,1,1,2025-12-04 19:00:00,0,0,1
TXN-03-02962,STORE-001,Electronics,BrandE,Online,UPC-340459387,SKU-ELE-2366,Tablet,9,9,3,1123.38,746.03,377.35,148.87,24.05,0,0,2025-12-12 22:00:00,1,0,1
TXN-03-04823,STORE-003,Electronics,BrandB,Mobile,UPC-416836845,SKU-ELE-4739,Headphones,1,1,3,15.09,8.24,6.85,16.64,1.55,0,0,2025-12-04 18:00:00,0,0,1
TXN-03-04175,STORE-014,Grocery,BrandC,Online,UPC-909854306,SKU-GRO-3325,Milk,8,8,4,2320.0,1724.97,595.03,388.03,98.03,0,0,2025-12-11 17:00:00,1,0,1
TXN-03-06367,STORE-013,Home & Garden,BrandE,Mobile,UPC-602889335,SKU-HOM-6745,Hose,7,7,0,1250.06,685.01,565.05,212.37,33.79,0,0,2025-12-14 20:00:00,1,1,1
TXN-03-03038,STORE-012,Sports,BrandH,Online,UPC-459553989,SKU-SPO-7248,Running Shoes,8,8,1,238.4,98.65,139.75,33.28,3.48,0,0,2025-12-02 16:00:00,1,1,1
TXN-03-05035,STORE-006,Apparel,BrandG,In-Store,UPC-221327703,SKU-APP-5956,Hat,3,3,3,1069.47,527.25,542.22,387.83,31.34,0,0,2025-12-06 03:00:00,0,0,1
TXN-03-01163,STORE-012,Apparel,BrandH,Mobile,UPC-488652164,SKU-APP-9155,Jeans,8,8,3,3751.92,2591.87,1160.05,489.27,20.28,0,0,2025-12-29 23:00:00,1,1,1
TXN-03-00838,STORE-011,Electronics,BrandH,Online,UPC-186411945,SKU-ELE-8291,Laptop,4,4,4,1200.96,640.88,560.08,415.55,115.31,0,0,2025-12-17 18:00:00,0,0,1
TXN-03-02929,STORE-008,Home & Garden,BrandF,In-Store,UPC-725587468,SKU-HOM-9249,Hose,7,7,0,2943.15,1488.24,1454.91,442.11,21.66,0,0,2025-12-10 15:00:00,1,0,1
TXN-03-05725,STORE-012,Electronics,BrandD,Online,UPC-252366374,SKU-ELE-9066,Laptop,8,8,3,3704.32,1766.99,1937.33,486.39,23.35,1,0,2025-12-04 22:00:00,1,0,1
TXN-03-06083,STORE-010,Grocery,BrandA,Online,UPC-816406132,SKU-GRO-4954,Snack Bar,6,6,0,1523.94,903.62,620.32,267.23,13.24,0,0,2025-12-22 20:00:00,0,0,1
TXN-03-00807,STORE-006,Electronics,BrandB,Mobile,UPC-973534644,SKU-ELE-8573,Monitor,7,7,0,2089.43,1348.85,740.58,357.18,58.69,0,0,2025-12-21 12:00:00,0,0,1
TXN-03-04002,STORE-011,Electronics,BrandD,In-Store,UPC-572080177,SKU-ELE-8329,Tablet,1,1,1,230.58,96.57,134.01,251.58,21.0,1,0,2025-12-25 10:00:00,0,0,1
TXN-03-03950,STORE-003,Electronics,BrandF,Mobile,UPC-574199100,SKU-ELE-8228,Laptop,8,8,0,3060.72,1619.04,1441.68,490.22,107.63,0,0,2025-12-08 23:00:00,0,0,1
TXN-03-04561,STORE-010,Apparel,BrandA,Online,UPC-544703432,SKU-APP-5167,Shoes,4,4,4,400.16,166.85,233.31,134.02,33.98,0,0,2025-12-13 01:00:00,0,0,1
TXN-03-01802,STORE-018,Electronics,BrandE,Mobile,UPC-694088458,SKU-ELE-6819,Laptop,4,4,1,764.0,567.55,196.45,195.69,4.69,0,0,2025-12-25 10:00:00,1,0,1
TXN-03-05998,STORE-004,Apparel,BrandA,In-Store,UPC-978033417,SKU-APP-8421,T-Shirt,4,4,0,1604.64,1140.59,464.05,438.02,36.86,0,0,2025-12-04 21:00:00,0,0,1
TXN-03-04699,STORE-009,Apparel,BrandG,In-Store,UPC-109919807,SKU-APP-1228,Jacket,1,1,0,337.09,206.56,130.53,374.38,37.29,1,1,2025-12-02 13:00:00,0,0,1
TXN-03-04732,STORE-010,Electronics,BrandG,In-Store,UPC-982396662,SKU-ELE-4999,Speaker,8,8,0,1724.16,875.38,848.78,243.54,28.02,0,0,2025-12-01 20:00:00,0,0,1
TXN-03-03059,STORE-005,Electronics,BrandB,In-Store,UPC-391097081,SKU-ELE-3523,Monitor,2,2,3,48.06,29.68,18.38,27.1,3.07,0,0,2025-12-19 02:00:00,1,1,1
TXN-03-00167,STORE-002,Sports,BrandE,Online,UPC-843717430,SKU-SPO-8887,Running Shoes,5,5,4,339.15,206.23,132.92,78.69,10.86,0,0,2025-12-28 20:00:00,1,1,1
TXN-03-03926,STORE-020,Home & Garden,BrandE,Online,UPC-999731166,SKU-HOM-9938,Vase,1,1,4,404.44,218.79,185.65,492.48,88.04,0,0,2025-12-02 15:00:00,1,0,1
TXN-03-03985,STORE-007,Sports,BrandE,Mobile,UPC-408614427,SKU-SPO-1361,Running Shoes,9,9,2,105.93,59.91,46.02,12.05,0.28,0,0,2025-12-14 20:00:00,0,0,1
TXN-03-03702,STORE-003,Apparel,BrandB,In-Store,UPC-393158554,SKU-APP-2387,Hat,1,1,1,366.86,184.29,182.57,497.85,130.99,0,0,2025-12-10 04:00:00,0,1,1
TXN-03-02873,STORE-020,Home & Garden,BrandH,In-Store,UPC-179501543,SKU-HOM-4514,Vase,7,7,1,532.77,298.31,234.46,85.18,9.07,0,0,2025-12-28 15:00:00,1,0,1
TXN-03-02857,STORE-004,Sports,BrandH,In-Store,UPC-134291228,SKU-SPO-6535,Water Bottle,9,9,3,1662.84,806.8,856.04,212.25,27.49,0,0,2025-12-25 12:00:00,1,0,1
TXN-03-03406,STORE-018,Sports,BrandH,In-Store,UPC-212944969,SKU-SPO-6837,Resistance Band,5,5,1,882.0,565.99,316.01,224.47,48.07,0,0,2025-12-29 21:00:00,1,0,1
TXN-03-03780,STORE-009,Sports,BrandA,In-Store,UPC-337277499,SKU-SPO-1981,Running Shoes,3,3,1,913.86,530.98,382.88,390.69,86.07,0,0,2025-12-05 21:00:00,0,1,1
TXN-03-05043,STORE-003,Home & Garden,BrandC,In-Store,UPC-336422521,SKU-HOM-9674,Lamp,4,4,3,307.48,156.81,150.67,80.73,3.86,0,0,2025-12-12 21:00:00,0,0,1
TXN-03-03734,STORE-002,Grocery,BrandH,Online,UPC-127685350,SKU-GRO-1281,Cereal,3,3,3,789.75,320.28,469.47,280.86,17.61,0,0,2025-12-04 14:00:00,0,1,1
TXN-03-01823,STORE-008,Apparel,BrandA,In-Store,UPC-109268903,SKU-APP-6215,Hat,3,3,0,555.36,355.03,200.33,206.0,20.88,0,0,2025-12-15 11:00:00,0,0,1
TXN-03-02019,STORE-018,Electronics,BrandB,In-Store,UPC-673446563,SKU-ELE-7981,Laptop,8,8,1,1894.0,1332.29,561.71,295.18,58.43,0,0,2025-12-18 06:00:00,1,1,1
TXN-03-04084,STORE-004,Electronics,BrandH,Online,UPC-808777171,SKU-ELE-1530,Tablet,6,6,1,274.68,163.59,111.09,47.71,1.93,0,0,2025-12-09 22:00:00,0,0,1
TXN-03-04877,STORE-009,Home & Garden,BrandF,In-Store,UPC-423768750,SKU-HOM-4873,Tool Set,6,6,3,223.68,160.68,63.0,47.52,10.24,0,0,2025-12-02 19:00:00,1,0,1
TXN-03-01783,STORE-011,Home & Garden,BrandG,Mobile,UPC-129806592,SKU-HOM-7995,Cushion,2,2,3,334.02,167.97,166.05,233.62,66.61,0,0,2025-12-21 15:00:00,1,0,1
TXN-03-06392,STORE-010,Home & Garden,BrandB,In-Store,UPC-510883476,SKU-HOM-2395,Cushion,4,4,2,1892.4,1058.83,833.57,485.31,12.21,0,0,2025-12-13 00:00:00,1,0,1
TXN-03-04056,STORE-018,Electronics,BrandH,In-Store,UPC-802087642,SKU-ELE-1713,Phone,6,6,0,1919.58,1013.09,906.49,403.88,83.95,0,0,2025-12-04 09:00:00,1,1,1
TXN-03-02125,STORE-003,Apparel,BrandC,Mobile,UPC-151534137,SKU-APP-3942,Jeans,6,6,0,1955.64,1298.65,656.99,337.69,11.75,0,0,2025-12-28 10:00:00,1,0,1
TXN-03-05937,STORE-018,Grocery,BrandF,Online,UPC-100473063,SKU-GRO-4245,Cereal,6,6,4,1111.32,476.33,634.99,261.65,76.43,0,0,2025-12-04 08:00:00,1,1,1
TXN-03-02007,STORE-013,Apparel,BrandA,In-Store,UPC-548242044,SKU-APP-7364,T-Shirt,3,3,3,131.28,86.09,45.19,44.68,0.92,1,0,2025-12-14 03:00:00,1,0,1
TXN-03-00585,STORE-013,Grocery,BrandH,Online,UPC-105378792,SKU-GRO-8772,Cereal,2,2,3,567.48,325.87,241.61,299.72,15.98,0,0,2025-12-21 14:00:00,1,0,1
TXN-03-06306,STORE-014,Sports,BrandH,In-Store,UPC-737679065,SKU-SPO-4454,Jersey,6,6,2,659.58,323.36,336.22,126.94,17.01,0,0,2025-12-17 08:00:00,1,1,1
TXN-03-04083,STORE-018,Apparel,BrandF,In-Store,UPC-536905662,SKU-APP-7624,Scarf,7,7,4,724.43,452.23,272.2,146.38,42.89,0,0,2025-12-30 15:00:00,1,0,1
TXN-03-02542,STORE-018,Sports,BrandD,Online,UPC-544089521,SKU-SPO-6351,Resistance Band,7,7,3,756.91,338.0,418.91,149.65,41.52,0,0,2025-12-16 21:00:00,1,0,1
TXN-03-01089,STORE-010,Electronics,BrandC,In-Store,UPC-336507727,SKU-ELE-2473,Laptop,8,8,0,2920.88,1867.25,1053.63,460.29,95.18,0,0,2025-12-06 03:00:00,1,1,1
TXN-03-03388,STORE-010,Sports,BrandH,In-Store,UPC-276845300,SKU-SPO-9357,Dumbbell,6,6,4,498.6,223.45,275.15,115.22,32.12,1,0,2025-12-15 23:00:00,1,1,1
TXN-03-02963,STORE-012,Electronics,BrandC,In-Store,UPC-228834787,SKU-ELE-8753,Speaker,1,1,2,344.32,209.83,134.49,372.05,27.73,0,0,2025-12-05 12:00:00,1,1,1
TXN-03-05415,STORE-008,Electronics,BrandB,Online,UPC-878272373,SKU-ELE-8821,Phone,7,7,0,1159.9,630.01,529.89,202.21,36.51,0,0,2025-12-20 11:00:00,0,1,1
TXN-03-00475,STORE-003,Apparel,BrandD,In-Store,UPC-966448881,SKU-APP-8210,Scarf,4,4,3,337.24,222.97,114.27,88.13,3.82,1,1,2025-12-05 16:00:00,1,0,1
TXN-03-02612,STORE-005,Apparel,BrandE,Mobile,UPC-713593729,SKU-APP-1194,Socks,3,3,3,1351.86,940.81,411.05,463.99,13.37,0,0,2025-12-09 16:00:00,1,0,1
TXN-03-06168,STORE-002,Apparel,BrandE,Online,UPC-116445538,SKU-APP-1920,Dress,3,3,1,422.16,187.42,234.74,167.29,26.57,0,0,2025-12-17 07:00:00,1,1,1
TXN-03-03627,STORE-005,Home & Garden,BrandE,In-Store,UPC-454947923,SKU-HOM-7523,Hose,5,5,1,365.2,262.15,103.05,75.7,2.66,1,0,2025-12-18 18:00:00,1,0,1
TXN-03-04446,STORE-001,Home & Garden,BrandG,In-Store,UPC-408432959,SKU-HOM-5525,Hose,9,9,2,2172.51,1417.55,754.96,337.77,96.38,0,0,2025-12-27 05:00:00,1,0,1
TXN-03-02909,STORE-010,Apparel,BrandC,Online,UPC-682013509,SKU-APP-9997,Dress,8,8,4,492.24,355.32,136.92,77.59,16.06,0,0,2025-12-04 10:00:00,1,0,1
TXN-03-05233,STORE-015,Apparel,BrandG,In-Store,UPC-308231713,SKU-APP-9555,Jeans,4,4,2,884.8,481.96,402.84,272.95,51.75,0,0,2025-12-08 15:00:00,1,0,1
TXN-03-03402,STORE-013,Apparel,BrandG,In-Store,UPC-830394954,SKU-APP-9483,Scarf,6,6,1,2158.38,1583.12,575.26,362.43,2.7,0,0,2025-12-21 22:00:00,0,0,1
TXN-03-02886,STORE-012,Apparel,BrandB,Online,UPC-709981976,SKU-APP-7216,Socks,2,2,4,490.34,221.96,268.38,313.14,67.97,0,0,2025-12-19 00:00:00,0,0,1
TXN-03-03452,STORE-003,Apparel,BrandH,Online,UPC-658830199,SKU-APP-6103,Scarf,4,4,3,1794.24,854.19,940.05,471.9,23.34,0,0,2025-12-09 07:00:00,1,1,1
TXN-03-04838,STORE-009,Sports,BrandA,In-Store,UPC-914398296,SKU-SPO-6704,Backpack,3,3,1,497.22,224.93,272.29,208.68,42.94,0,0,2025-12-25 01:00:00,0,0,1
TXN-03-00466,STORE-007,Home & Garden,BrandF,In-Store,UPC-753617755,SKU-HOM-9634,Hose,2,2,0,245.42,174.61,70.81,135.29,12.58,0,0,2025-12-07 00:00:00,1,0,1
TXN-03-01331,STORE-016,Sports,BrandH,Online,UPC-938440988,SKU-SPO-9223,Yoga Mat,5,5,0,538.1,221.54,316.56,132.81,25.19,0,0,2025-12-14 20:00:00,1,0,1
TXN-03-05490,STORE-019,Electronics,BrandB,Online,UPC-816867665,SKU-ELE-7939,Charger,9,9,1,2308.32,1477.64,830.68,359.69,103.21,1,1,2025-12-05 11:00:00,1,0,1
TXN-03-04150,STORE-018,Electronics,BrandB,In-Store,UPC-471433277,SKU-ELE-2400,Speaker,6,6,2,425.7,240.18,185.52,97.6,26.65,0,0,2025-12-14 05:00:00,1,0,1
TXN-03-03018,STORE-003,Electronics,BrandH,In-Store,UPC-286018287,SKU-ELE-4973,Speaker,2,2,3,17.76,13.3,4.46,12.16,3.28,0,0,2025-12-20 11:00:00,0,1,1
TXN-03-03449,STORE-010,Home & Garden,BrandE,Online,UPC-522361197,SKU-HOM-1551,Plant Pot,9,9,0,970.92,536.18,434.74,128.65,20.77,0,0,2025-12-24 23:00:00,1,0,1
TXN-03-01237,STORE-001,Apparel,BrandG,Mobile,UPC-550057934,SKU-APP-9962,Jeans,6,6,4,138.06,97.87,40.19,30.34,7.33,0,0,2025-12-06 04:00:00,1,0,1
